,launch_angle,launch_speed,estimated_ba_using_speedangle,events
3652,-75,47.6,0.146,field_out
1221,-7,105.5,0.311,field_out
1412,26,95.4,0.237,field_out
1473,-19,98.8,0.171,field_out
1029,45,90.8,0.006,field_out
1050,24,97.1,0.377,single
1347,15,106.3,0.646,double
1376,55,79.2,0.037,field_out
1550,-36,94.3,0.046,field_out
1690,-30,106.9,0.126,field_out
1724,66,85.7,0.003,field_out
1832,7,105.5,0.666,single
1542,3,90.6,0.42,field_out
1615,44,101.6,0.123,double
1998,6,95.8,0.52,field_out
2695,5,92.0,0.523,single
3209,19,96.5,0.326,triple
3813,54,83.3,0.026,field_out
4410,20,100.4,0.409,double
3814,21,93.1,0.251,field_out
2586,58,85.6,0.02,field_out
3832,-12,94.9,0.163,field_out
2604,-5,73.3,0.111,force_out
2776,53,61.4,0.071,field_out
2271,8,99.6,0.626,field_out
3506,-16,67.5,0.051,force_out
4270,29,102.8,0.809,sac_fly
3908,-35,86.3,0.066,single
4461,23,93.5,0.171,triple
4163,55,85.6,0.029,field_out
4252,60,53.1,0.003,field_out
263,17,106.9,0.606,field_out
331,-15,94.2,0.166,single
404,17,96.2,0.529,single
2826,61,81.1,0.017,field_out
2914,29,88.5,0.063,field_out
3590,-42,105.3,0.08,field_out
441,36,92.8,0.083,field_out
477,29,89.5,0.066,field_out
557,38,98.9,0.166,field_out
4012,25,87.8,0.114,field_out
153,13,92.9,0.931,single
257,8,90.2,0.514,field_out
356,14,107.8,0.74,field_out
409,18,72.4,0.814,double
646,-5,71.9,0.111,grounded_into_double_play
694,5,87.8,0.434,force_out
754,31,65.1,0.829,single
485,2,84.9,0.314,grounded_into_double_play
505,15,77.4,0.697,single
529,20,71.7,0.94,single
574,54,84.0,0.029,field_out
600,20,107.3,0.806,home_run
1067,39,89.7,0.009,field_out
1270,32,104.5,0.883,double
697,17,107.6,0.68,field_out
782,42,99.7,0.086,field_out
893,24,102.4,0.674,home_run
1577,-23,102.5,0.137,field_out
1734,5,76.4,0.226,force_out
1825,15,77.2,0.697,single
1859,68,74.8,0.003,field_out
1938,12,84.0,0.623,single
1268,65,94.6,0.003,field_out
1461,3,77.8,0.189,field_out
1558,-3,80.7,0.134,field_out
1873,27,107.9,0.974,home_run
2054,63,71.2,0.009,field_out
2712,38,83.1,0.014,field_out
2448,13,109.5,0.8,field_out
3136,9,78.8,0.394,field_out
3218,30,105.9,0.934,field_out
3606,-31,77.5,0.069,field_out
4096,24,72.9,0.946,single
4399,17,61.9,0.36,field_out
3374,41,92.3,0.011,field_out
4258,55,95.8,0.003,field_out
2358,67,77.2,0.003,field_out
2882,1,98.0,0.449,double
3064,-20,43.9,0.209,field_out
3854,58,69.9,0.026,field_out
2568,5,81.9,0.337,grounded_into_double_play
2915,3,90.0,0.394,single
4248,36,97.0,0.166,field_out
2554,10,90.7,0.606,single
3911,38,84.4,0.009,double
1918,-16,101.9,0.197,field_out
2196,6,85.5,0.42,single
2389,-34,70.4,0.054,field_out
2857,51,90.0,0.011,field_out
3441,22,79.1,0.791,single
3611,-55,69.8,0.229,field_out
3884,-28,86.6,0.071,field_out
3317,-14,85.8,0.106,field_out
3563,80,89.2,0.009,field_out
2753,24,103.9,0.863,triple
2850,-6,95.5,0.257,single
3640,4,92.2,0.46,single
3158,31,98.5,0.451,sac_fly
3502,25,95.5,0.294,field_out
4547,18,103.0,0.469,double
2025,13,102.8,0.871,single
34,64,82.7,0.006,field_out
73,31,100.3,0.523,sac_fly
106,13,96.1,0.931,single
158,7,101.9,0.669,single
207,-5,94.6,0.274,single
378,37,102.8,0.446,home_run
2235,18,95.5,0.426,field_out
2578,-12,78.1,0.086,fielders_choice_out
3909,3,93.8,0.426,double
408,3,87.5,0.346,field_out
504,-41,46.9,0.249,field_out
2286,-5,87.3,0.189,field_out
2542,-8,91.8,0.206,single
2619,3,102.5,0.52,single
746,42,96.9,0.057,field_out
818,-9,81.5,0.1,field_out
2781,65,88.6,0.006,field_out
3190,-15,96.8,0.206,field_out
3326,25,97.7,0.4,field_out
3986,35,75.7,0.12,field_out
1119,11,103.5,0.894,double
1668,82,76.3,0.0,field_out
1404,7,93.7,0.591,single
1660,53,80.4,0.04,field_out
1879,62,77.3,0.006,field_out
2268,-3,84.3,0.126,force_out
3659,-36,76.2,0.043,field_out
4275,77,84.1,0.003,field_out
2102,32,81.0,0.051,field_out
2211,-14,104.6,0.234,field_error
2651,14,108.1,0.74,double
3137,-3,109.0,0.454,single
3844,35,78.8,0.049,field_out
1670,28,92.2,0.1,field_out
1753,20,101.8,0.526,double
1861,-3,105.6,0.411,field_out
1974,37,103.8,0.503,home_run
2238,23,86.0,0.197,sac_fly
2343,17,100.6,0.483,double
2588,-4,100.4,0.331,single
2220,-2,97.4,0.38,force_out
2399,61,78.2,0.011,field_out
3126,21,80.2,0.806,single
4244,-21,45.4,0.2,field_out
4291,-12,78.4,0.086,field_out
2037,-25,92.5,0.091,field_out
2180,-17,95.4,0.12,field_out
2299,9,89.5,0.594,field_out
124,-9,67.8,0.066,field_out
157,-29,86.8,0.069,field_out
2338,-16,97.3,0.18,field_out
3236,-13,102.8,0.229,field_out
4192,34,102.2,0.554,home_run
332,-17,64.0,0.051,field_out
478,24,96.5,0.377,field_out
2613,18,98.1,0.36,field_out
2779,3,86.5,0.32,single
3174,26,71.7,0.92,double
3864,-6,72.3,0.117,field_out
606,3,98.4,0.454,field_out
851,20,65.8,0.669,field_out
908,33,94.1,0.12,field_out
986,18,108.1,0.723,double
1057,-18,87.8,0.117,field_out
1031,23,95.6,0.243,field_out
1243,39,81.7,0.011,field_out
1306,6,88.2,0.451,single
1193,-18,59.5,0.071,field_out
1258,-36,78.2,0.063,field_out
1703,-21,77.5,0.057,grounded_into_double_play
1827,-15,94.3,0.166,single
1622,-6,90.6,0.209,force_out
2240,-18,89.0,0.114,single
2112,5,99.0,0.52,grounded_into_double_play
2869,10,91.9,0.606,single
3633,0,95.8,0.383,double
4266,10,97.4,0.783,single
3651,22,98.9,0.42,field_out
3869,-12,93.6,0.149,field_out
4538,30,106.7,0.957,home_run
3265,10,88.7,0.631,field_out
3470,-21,104.2,0.16,grounded_into_double_play
4298,17,79.4,0.923,single
4288,63,62.8,0.0,field_out
3432,28,90.4,0.071,field_out
3765,0,91.3,0.303,single
3968,48,80.6,0.034,field_out
4097,7,111.8,0.726,double
2536,6,95.6,0.52,single
1682,-5,85.3,0.151,field_out
2233,-2,106.0,0.443,single
2367,15,101.6,0.686,field_out
3147,74,85.0,0.006,field_out
4311,24,95.4,0.211,field_out
2623,3,70.2,0.157,field_out
2762,29,101.9,0.737,double
3919,2,83.2,0.291,field_out
4411,-25,69.4,0.049,field_out
2731,-26,82.5,0.066,field_out
3313,71,96.3,0.009,field_out
379,16,83.7,0.951,single
491,8,63.3,0.203,field_out
2807,-21,82.1,0.057,field_out
3275,33,105.4,0.834,home_run
4347,-12,68.6,0.077,field_out
677,59,92.8,0.006,field_out
707,20,95.7,0.317,single
892,30,85.5,0.054,field_out
985,-75,32.4,0.106,sac_bunt
994,-11,83.4,0.111,single
1055,20,84.2,0.72,field_out
1139,-5,89.7,0.251,single
1164,47,102.5,0.074,field_out
1481,-4,87.0,0.194,grounded_into_double_play
1528,-73,48.8,0.151,single
1627,14,101.6,0.749,double
1210,-12,88.1,0.097,field_out
1296,11,91.1,0.734,field_out
1329,11,106.7,0.891,double
1727,20,97.9,0.334,double
2113,16,88.8,0.906,single
2229,-20,71.5,0.06,force_out
2510,-2,96.3,0.303,single
3009,33,103.0,0.683,home_run
3257,19,102.8,0.546,field_out
1809,-1,75.9,0.146,field_out
2029,48,89.8,0.003,field_out
2243,58,100.6,0.014,field_out
3379,0,105.2,0.431,field_out
3878,19,48.8,0.166,field_out
4213,9,96.1,0.674,field_out
2747,-1,94.2,0.32,field_out
2498,41,49.2,0.157,field_out
2694,-23,88.1,0.114,field_out
4032,10,110.0,0.891,single
2253,14,105.0,0.731,field_out
2481,-16,94.3,0.143,force_out
3185,11,83.4,0.531,field_out
2361,26,91.7,0.137,field_out
2531,29,82.1,0.086,field_out
2704,9,103.2,0.749,field_out
3103,-1,85.7,0.223,single
3780,10,88.1,0.603,single
2329,20,107.5,0.849,home_run
2724,-4,81.0,0.117,grounded_into_double_play
4042,0,103.8,0.409,double
4226,15,84.4,0.926,single
2953,-16,72.5,0.04,field_out
3297,7,75.0,0.234,field_out
9,-40,41.2,0.249,field_out
13,43,86.5,0.003,field_out
63,29,97.6,0.423,field_out
4306,7,88.2,0.48,field_out
382,42,103.4,0.231,home_run
420,-9,88.2,0.146,field_out
69,37,99.6,0.266,field_out
126,60,79.0,0.014,field_out
507,57,58.5,0.014,field_out
692,21,103.7,0.697,triple
734,13,97.5,0.92,single
787,79,69.7,0.006,field_out
877,-48,71.2,0.177,field_out
399,-14,95.1,0.186,single
445,-9,71.9,0.057,grounded_into_double_play
647,9,101.7,0.76,single
971,-11,89.0,0.103,field_out
1048,31,100.6,0.651,field_out
1112,4,100.2,0.54,field_out
793,51,94.0,0.006,field_out
904,13,101.6,0.886,single
1024,73,90.3,0.009,field_out
1199,8,93.3,0.589,single
1346,19,99.9,0.369,field_out
1201,17,96.8,0.486,field_out
1300,-12,72.4,0.06,field_out
1391,19,97.8,0.343,field_out
1479,7,104.5,0.614,double
1427,55,74.1,0.083,field_out
1466,11,111.3,0.894,double
1875,54,85.4,0.026,field_out
2264,46,92.7,0.003,field_out
2684,28,111.6,0.997,home_run
1624,-10,102.0,0.266,field_out
2169,48,96.6,0.011,field_out
2831,4,78.8,0.22,field_out
3048,39,91.1,0.011,field_out
3251,13,107.0,0.817,single
3530,58,43.3,0.023,field_out
2952,19,100.1,0.369,field_out
3176,-16,96.8,0.18,field_out
3987,49,91.8,0.011,field_out
3036,-9,75.9,0.063,field_out
3534,32,76.0,0.18,field_out
2659,-1,100.6,0.423,field_out
3043,-1,100.9,0.423,single
4124,-50,23.8,0.169,field_out
4183,23,92.9,0.171,field_out
3229,23,46.8,0.191,grounded_into_double_play
4014,44,67.6,0.354,single
4545,-12,101.1,0.191,single
3475,-12,68.7,0.077,grounded_into_double_play
4109,6,106.1,0.631,single
4216,11,105.4,0.897,single
3327,10,102.9,0.811,single
2356,17,87.6,0.843,single
2888,25,97.0,0.346,field_out
3679,-2,81.2,0.174,force_out
4180,-6,101.8,0.269,field_error
85,-15,97.8,0.214,field_out
131,-20,84.5,0.083,field_out
169,-22,99.2,0.14,field_out
221,26,112.0,0.994,home_run
205,-3,105.6,0.411,field_out
282,17,95.5,0.546,field_out
410,6,103.8,0.577,single
369,31,97.0,0.326,field_out
425,-7,73.8,0.091,grounded_into_double_play
819,2,97.0,0.437,single
621,-51,46.9,0.229,field_out
665,23,100.9,0.571,field_out
830,-41,71.6,0.1,field_out
1072,50,78.7,0.057,field_out
1138,17,79.9,0.943,single
1353,39,94.3,0.026,field_out
1496,39,81.7,0.011,field_out
980,-2,94.6,0.277,field_out
1075,-31,69.1,0.037,field_out
1380,63,91.8,0.003,field_out
2004,49,95.9,0.009,field_out
2420,28,95.4,0.226,field_out
1407,-12,75.9,0.06,field_out
1520,6,78.9,0.263,single
1693,1,101.7,0.454,field_out
2935,33,85.8,0.023,field_out
3386,-11,61.9,0.063,single
3796,-5,102.7,0.34,grounded_into_double_play
4530,11,98.7,0.857,single
2269,41,68.0,0.434,single
1896,38,95.4,0.051,field_out
1710,0,96.4,0.383,grounded_into_double_play
1753,54,93.1,0.006,field_out
1550,16,99.7,0.549,double
1771,52,83.6,0.02,field_out
2007,24,79.6,0.546,field_out
2321,62,65.0,0.003,field_out
2446,-48,71.3,0.177,field_out
2645,-14,86.3,0.106,field_out
2702,24,87.5,0.16,field_out
1242,-39,94.3,0.063,field_out
171,-15,93.5,0.166,field_out
249,-6,97.5,0.266,grounded_into_double_play
306,8,96.8,0.603,single
1610,37,94.0,0.063,field_out
1673,45,94.2,0.003,sac_fly
2294,19,86.0,0.697,double
2390,6,94.7,0.494,field_error
2860,-52,70.4,0.237,field_out
390,40,64.1,0.457,field_out
575,0,99.6,0.423,field_out
348,-29,85.6,0.069,force_out
479,-3,96.7,0.334,single
548,9,97.0,0.66,single
623,35,55.3,0.309,field_out
646,40,71.1,0.4,field_out
847,58,85.6,0.02,field_out
987,33,90.5,0.051,sac_fly
1014,39,100.3,0.143,field_out
1040,32,65.1,0.811,single
1124,4,97.7,0.446,single
1200,13,100.2,0.889,double
1296,34,84.2,0.011,field_out
1183,-13,89.2,0.111,field_out
1286,25,101.2,0.677,triple
1311,59,83.4,0.02,field_out
1376,-9,90.9,0.211,field_out
1632,26,103.7,0.891,home_run
1573,8,96.7,0.603,grounded_into_double_play
1638,33,85.5,0.011,field_out
1694,-5,89.5,0.251,single
2128,33,108.9,0.957,home_run
2397,0,104.8,0.431,single
2852,17,99.2,0.46,field_out
1894,31,96.1,0.263,field_out
2088,8,103.9,0.663,single
2477,28,79.8,0.134,field_out
3257,70,89.2,0.006,field_out
2119,28,105.8,0.931,home_run
2977,-19,80.3,0.066,field_out
2594,-58,48.1,0.203,sac_bunt
2739,9,93.8,0.629,single
2873,2,99.8,0.486,single
2083,76,75.2,0.0,field_out
2113,5,102.4,0.574,single
3042,11,104.8,0.897,single
1689,20,70.9,0.889,single
1716,-11,86.8,0.117,field_out
1810,19,54.8,0.214,field_out
2261,41,100.0,0.123,field_out
2566,-16,67.5,0.051,force_out
2743,2,101.3,0.491,field_error
3204,20,101.0,0.414,field_out
2161,-7,90.5,0.203,field_out
1551,29,87.8,0.063,field_out
2023,23,98.1,0.4,double
2951,6,113.3,0.709,single
128,57,78.2,0.029,field_out
167,13,91.0,0.911,single
213,13,110.8,0.814,single
272,-50,68.1,0.22,field_out
301,2,88.8,0.357,field_out
431,11,109.0,0.926,single
2421,-8,52.5,0.08,field_out
3069,81,87.0,0.009,field_out
476,1,103.9,0.429,force_out
644,38,38.5,0.189,single
751,43,80.1,0.02,field_out
909,40,81.6,0.006,field_out
971,39,96.0,0.071,home_run
996,28,107.8,0.971,home_run
1577,12,102.2,0.9,single
1698,18,98.6,0.403,field_out
2090,13,107.8,0.82,single
1108,33,106.5,0.929,home_run
1203,-8,58.7,0.083,field_out
1323,30,89.9,0.069,field_out
2174,3,80.2,0.231,grounded_into_double_play
2510,-22,107.3,0.16,fielders_choice
2926,3,100.0,0.5,single
3049,-1,98.4,0.391,single
3127,21,88.6,0.314,field_out
1354,20,94.1,0.309,field_out
1516,8,81.2,0.383,field_out
1604,39,97.2,0.103,home_run
1715,-7,97.3,0.229,single
1918,-19,107.8,0.177,field_out
2049,55,80.0,0.031,field_out
1593,71,66.1,0.003,field_out
1899,18,84.3,0.897,field_out
2488,19,90.2,0.497,single
3157,69,94.2,0.009,field_out
2168,-6,79.6,0.091,field_out
3107,26,100.9,0.686,double
2092,16,94.8,0.666,double
3110,-51,45.7,0.234,single
3192,28,95.8,0.271,double
2111,22,73.8,0.969,single
3166,-7,101.8,0.277,single
1892,-7,107.3,0.326,field_out
1991,65,94.4,0.006,field_out
2856,17,93.9,0.577,field_out
2253,-18,95.7,0.137,force_out
2648,-23,86.2,0.1,fielders_choice
3294,-21,91.1,0.083,field_out
2176,29,85.2,0.063,field_out
2620,17,100.9,0.483,double
3035,10,91.1,0.606,field_out
1732,-1,87.7,0.286,field_out
2003,20,57.1,0.286,field_out
2341,21,108.5,0.897,double
2511,11,106.6,0.891,double
3076,-13,100.8,0.189,field_out
1105,1,85.6,0.3,field_out
1196,-30,86.6,0.077,field_out
1313,11,107.0,0.891,single
1473,44,97.4,0.023,field_out
1505,4,106.1,0.551,double
121,-34,88.3,0.057,field_out
218,25,94.4,0.183,field_error
298,-23,95.8,0.089,field_out
1531,-30,75.6,0.074,field_out
1859,12,94.3,0.834,double
1890,16,86.3,0.957,single
2152,-25,82.4,0.063,field_out
2463,9,106.3,0.754,single
2641,7,105.4,0.666,single
2864,26,90.6,0.129,double
415,17,67.2,0.506,field_out
560,5,96.0,0.546,field_out
1490,-6,101.7,0.269,field_out
1537,27,114.0,1.0,home_run
1729,21,83.5,0.703,field_out
2155,64,87.1,0.009,field_out
696,30,92.9,0.134,field_out
793,42,56.0,0.231,field_out
856,5,78.0,0.24,field_out
2561,30,92.7,0.134,field_out
2900,-27,80.8,0.054,force_out
457,6,99.9,0.537,single
984,-7,103.6,0.311,field_out
1160,3,101.7,0.529,field_out
686,29,97.3,0.343,field_out
1258,55,70.7,0.069,field_out
1670,46,85.6,0.014,field_out
1835,-65,56.1,0.234,single
1285,5,86.7,0.4,single
1374,9,88.6,0.594,double
1974,1,71.6,0.12,force_out
2226,-7,90.8,0.203,field_error
2920,11,69.7,0.309,field_out
3033,17,105.9,0.58,single
1783,9,93.2,0.583,single
1945,3,69.3,0.14,fielders_choice_out
2258,18,104.0,0.517,double
2690,-3,97.2,0.334,double
2784,9,97.1,0.66,single
2635,-1,97.5,0.391,field_out
3024,33,101.7,0.637,home_run
3225,-25,104.3,0.131,field_out
2159,7,97.3,0.597,single
2887,-10,68.7,0.063,field_out
1999,-12,98.0,0.243,force_out
2107,16,72.1,0.634,single
1957,7,77.4,0.28,field_out
2677,35,98.3,0.229,field_out
2972,33,80.6,0.046,field_out
2416,32,83.3,0.029,field_out
2995,22,91.9,0.223,sac_fly
3234,8,102.6,0.686,field_out
2213,3,95.6,0.457,double
2472,10,99.8,0.803,single
2944,14,83.0,0.811,single
5,14,60.9,0.263,field_out
59,4,107.9,0.577,single
41,-29,33.6,0.251,grounded_into_double_play
53,-1,97.3,0.394,single
57,-6,86.7,0.174,single
102,-31,91.3,0.066,force_out
111,-17,94.3,0.109,field_error
153,-25,71.7,0.043,single
252,24,59.8,0.503,single
88,25,112.9,0.997,home_run
343,-21,87.9,0.089,field_out
314,-10,102.3,0.266,field_out
333,-17,96.9,0.183,grounded_into_double_play
487,3,79.3,0.174,force_out
795,-13,111.9,0.291,single
842,31,97.8,0.386,home_run
529,-14,77.4,0.054,field_out
749,-9,98.1,0.263,field_out
765,-15,67.6,0.057,field_out
1008,40,86.4,0.011,field_out
813,23,95.3,0.197,field_out
937,10,73.6,0.283,field_out
1075,-11,95.1,0.163,field_out
1291,26,87.1,0.117,field_out
1412,8,104.8,0.72,single
1583,-19,94.5,0.097,grounded_into_double_play
1126,-2,95.0,0.277,field_out
1368,-68,82.2,0.349,single
1456,35,95.9,0.14,field_out
1481,3,91.3,0.42,field_out
2132,-28,73.2,0.046,grounded_into_double_play
2636,-16,97.4,0.18,single
3091,33,67.2,0.863,single
1704,36,94.0,0.077,field_out
1825,-39,46.4,0.24,single
1967,27,111.3,0.994,home_run
2106,-18,88.4,0.117,field_out
2335,36,92.0,0.077,double
3095,20,93.6,0.309,field_out
2375,20,100.4,0.409,field_out
2486,-10,64.8,0.069,force_out
2974,13,100.1,0.889,single
3062,82,85.0,0.003,field_out
1745,-12,105.7,0.32,field_out
2358,14,57.0,0.22,grounded_into_double_play
1447,33,81.7,0.04,field_out
1655,15,97.6,0.751,triple
1688,6,104.4,0.577,single
1758,32,102.8,0.734,home_run
1997,64,96.7,0.006,field_out
2055,28,97.2,0.354,field_out
106,-31,98.1,0.066,force_out
192,40,73.9,0.203,field_out
223,28,57.1,0.394,single
296,12,101.5,0.9,single
335,26,102.0,0.794,field_out
2179,64,98.1,0.006,field_out
2801,49,86.7,0.011,field_out
573,-36,86.7,0.069,field_out
649,55,77.9,0.043,field_out
126,8,105.1,0.72,single
166,42,94.8,0.023,field_out
209,26,101.9,0.794,home_run
236,32,83.3,0.029,field_out
763,5,87.5,0.434,field_out
916,-71,40.1,0.137,field_out
988,29,84.8,0.063,field_out
324,40,76.5,0.097,field_out
1011,-32,92.2,0.057,field_out
1139,-21,70.6,0.063,single
1229,-54,69.2,0.249,field_out
754,32,102.7,0.734,field_out
764,-11,89.7,0.131,single
846,-2,104.5,0.429,single
1085,-29,62.7,0.06,field_out
1127,9,101.2,0.7,double
1239,40,98.6,0.111,field_out
1394,-7,97.5,0.231,field_out
1474,-52,36.8,0.186,field_out
1477,-14,62.0,0.06,field_out
1241,-48,69.9,0.171,field_out
1276,63,87.8,0.017,field_out
1371,-15,102.4,0.191,field_out
1570,-24,82.5,0.06,grounded_into_double_play
1924,-4,82.3,0.12,field_out
1543,22,99.6,0.474,field_out
1626,44,85.8,0.003,sac_fly
1707,13,109.5,0.817,single
2220,-14,107.6,0.266,single
2089,-45,64.4,0.194,field_out
2600,-7,79.1,0.091,fielders_choice_out
2969,-19,71.3,0.06,field_out
3073,18,106.9,0.666,triple
2909,-7,108.4,0.346,field_out
2070,23,86.1,0.197,field_out
2360,-24,77.9,0.043,field_out
2810,8,84.2,0.426,field_out
1869,50,92.3,0.011,field_out
1993,-10,85.2,0.12,force_out
2591,6,94.1,0.523,field_out
2922,40,73.6,0.203,field_out
2936,6,104.2,0.577,field_out
20,24,48.6,0.209,field_out
3123,19,47.2,0.174,field_out
1172,0,101.5,0.443,single
1312,-25,69.8,0.051,force_out
1464,14,88.9,0.949,single
200,-11,79.7,0.097,field_out
422,74,72.9,0.0,field_out
448,80,68.1,0.006,field_out
393,0,99.2,0.429,single
631,-10,77.6,0.086,field_error
539,13,75.3,0.417,single
752,-6,92.2,0.229,single
735,34,83.0,0.023,field_out
797,57,90.7,0.009,field_out
855,33,98.0,0.297,field_out
965,15,106.6,0.677,field_out
1207,-10,83.8,0.114,field_out
1347,7,101.5,0.669,single
919,-5,78.5,0.106,force_out
1078,76,86.9,0.009,field_out
1137,40,106.6,0.497,field_out
1470,54,80.4,0.04,field_out
1822,-78,58.5,0.146,field_out
1184,-18,68.5,0.06,field_out
1301,23,92.9,0.171,field_out
2272,44,91.7,0.003,field_out
3196,-38,80.1,0.083,field_out
1684,-6,105.4,0.343,field_error
1928,15,105.0,0.674,double
1933,-14,96.5,0.223,field_out
2200,-38,72.9,0.054,field_out
2581,45,100.8,0.054,field_out
3214,11,81.4,0.477,field_out
2265,69,95.4,0.009,field_out
2387,11,93.2,0.754,single
3009,-39,80.6,0.091,field_out
2439,17,103.9,0.54,double
2869,21,73.8,0.974,single
3158,-11,94.0,0.186,field_out
3249,38,84.4,0.009,field_out
1881,31,92.0,0.08,field_out
2687,12,99.0,0.903,single
502,17,91.9,0.666,single
543,-2,104.1,0.394,force_out
736,-16,79.5,0.06,field_out
3126,15,104.1,0.694,triple
556,-29,87.9,0.071,field_out
757,-3,82.5,0.16,grounded_into_double_play
908,22,80.6,0.663,single
587,48,66.8,0.24,field_out
616,20,81.5,0.854,single
722,-48,28.2,0.18,sac_bunt
780,49,80.9,0.026,field_out
845,-47,71.5,0.157,field_error
1096,-4,96.9,0.337,field_out
917,53,77.9,0.06,field_out
1066,19,59.3,0.314,field_out
1098,17,98.1,0.474,field_out
1386,-5,76.9,0.106,field_out
1448,-70,40.4,0.14,sac_bunt
1515,11,100.6,0.843,single
1283,23,96.4,0.243,double
1359,6,80.7,0.326,force_out
1422,-63,82.8,0.337,single
1519,39,94.2,0.026,field_out
1823,5,108.6,0.666,grounded_into_double_play
